Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Father ID,Father ID Certainty,Father Notes,Haplotype,Haplotype Certainty,Haplotype Kin ID Based On,Haplotype Kin DNA Sample Based On,Haplotype Researcher,Haplotype Notes,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
BAS,BANSHEE,False,MALE,HIGH,BAD,LAT,,,E,,,,,,MONTH ESTIMATE,1998-11-01,,,SPRING SUMMER YOY,,JM,,,MONTH ESTIMATE,2006-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,WEEK ESTIMATE,2002-07-16,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,,2005,
BAT,BATBABY,False,,,TAB,,,haplotype assigned based on haplotype of mother,D,,,,,,MONTH ESTIMATE,1988-11-01,,,SPRING SUMMER YOY,,JM,,YOY (PHOTO JM),MONTH ESTIMATE,1989-12-08,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1989,
BAU,BAUBLE,False,,,BAN,,,haplotype assigned based on haplotype of mother,A,,,,,,YEAR ESTIMATE,1989-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"AFR PHOTO IN 1991 CATALOGUE; MOTHER IS IDENTIFIABLE, CALF LOOKS A LITTLE LIKE SBO; JM ESTIMATES AGE BY PHOTO",YEAR ESTIMATE,1991-07-21,,BIRTH DATE UNCERTAIN,DEFAULT DATE,JM,,No date on photo; assigned photo date to 1-may-91,,,,,,,,NO,NO DATE ON PHOTO; ASSIGNED PHOTO DATE TO 1-MAY-91,1991,
BAY,BAYOU,False,FEMALE,HIGH,HYM,,,,A,,,,,,YEAR ESTIMATE,1985-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,NO SIZE INFO,MONTH ESTIMATE,2007-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,One year gap in 1995 but only RCC in field and he was in WB with WOW crowd so would not have seen BAY.,YEAR ESTIMATE,1989-06-17,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,"DON'T KNOW BIRTH YEAR, PROBABLY WEANED BY LATE 89 BASED ON OF/OFF SIGHTS 88-89",2006,
BBA,BUBBA,False,,,SKR,,,haplotype assigned based on haplotype of mother,H,,,,,,MONTH ESTIMATE,2004-12-01,,,SPRING SUMMER YOY,,JM,,"YOY, 7-8 MOS",YEAR ESTIMATE,2007-10-01,STOPPED SIGHTING POST WEANING,SIBLING BIRTH,BEFORE SIBLING BIRTH,JM,,SKR gave birth to HUBBA in 2007 so we think BUBBA was weaned early and then died soon after.,WEEK ESTIMATE,2007-06-22,SIBLING BIRTH,SIBLING BIRTH,MIDPOINT,JM,,YES,28May07 sighting does not have photos but we think BUBBA weaned early because SKRUB was pregnant.,2006,
BBB,BLUBBY,False,,,FAT,,,haplotype assigned based on haplotype of mother,A,,,,,,DAY ESTIMATE,1999-11-03,,,INFANT FIRST SIGHT,,DIC,,DAVID CHARLES SAW AND ESTIMATED TO BE A WEEK OLD,DAY ESTIMATE,2000-01-04,DEAD PREWEANING,,MIDPOINT,JM,,blubby dead,,,,,,,,DIED PREWEANING,,2000,
BBF,BABY FACE,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,1986-11-01,1991-11-01,ASSIGNED 10 YRS,SSSS,EK,JM,Has some very faint DF speckles in 2006.,,,,,,,,,,,,,,,,,,,
BBI,BOBBIN,False,,,JFR,,,haplotype assigned based on haplotype of mother,A,,,,,,DAY ESTIMATE,2007-08-31,,,INFANT FIRST SIGHT,,DIC,,RANGERS NOTED A FEW HOURS OLD,WEEK ESTIMATE,2008-02-01,MOTHER CALF NOT SIGHTED SINCE,,OTHER,JM,,JFR and BBI seen almost daily and no reports of ill health so likely shark attack,,,,,,,,DIED PREWEANING,,2007,
BBL,BOWLINGBALL,True,UNKNOWN,,,,,,,,,,,,YEAR ESTIMATE,2003-11-01,,,SSSS,,JM,,,,,,,,,,,,,,,,,,,,,
BBN,BLUEBONE,False,MALE,HIGH,SPE,,,happlotype based on haplotype of mother,H,,,,,,MONTH ESTIMATE,2012-11-01,,,,,EMP,,seen on 9-Jul-2013 looking very small and healthy,,,,,,,,,MONTH ESTIMATE,2016-12-03,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,SPE might have been pregnant in 2016 and weaned BBN late 2016 or lost calf and weaned in 2017.,,
BBZ,BAMBOOZLE,False,UNKNOWN,,CAB,,,,,,,,,,MONTH ESTIMATE,2016-11-01,2016-10-01,2016-12-01,SPRING SUMMER YOY,,JM,,EK estimated same age as Zeus and earlier sighting was 14Jun17 but could not confirm that BBZ was calf of CAB.,,,,,,,,,,,,,,,,,,,
BCE,BRICOLE,False,,,BRE,,,,A,HIGH,,,,,DAY ESTIMATE,2019-11-01,2019-10-25,2019-11-07,INFANT FIRST SIGHT,,MHM,JM,"Pernille Sørensen saw BRE with a ~2 week old calf in November. She said it was very young and small, and not in great shape",WEEK ESTIMATE,2019-11-24,DEAD PREWEANING,,MIDPOINT,MHM,JM,BCE in poor condition,,,,,,,,,,,
BCH,BOSCH,False,MALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1982-11-01,1972-11-01,1982-11-01,SSSS,ALLIANCE,EK,JM,Has Class 2 DF but more speckles lateral side in 2002 photo so could be 20 to 30 then.,YEAR ESTIMATE,2013-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,,One of the Skipjacks and we see the others a lot since 2010.,,,,,,,,,,2004,
BCO,BRONCO,False,UNKNOWN,,BMY,,,,,,,,,,YEAR ESTIMATE,2003-11-01,2003-09-01,2005-01-01,,,SAS,,no age information,YEAR ESTIMATE,2012-05-01,UNCERTAIN SURVIVAL STATUS PREWEANING,STOPPED SIGHTING POST WEANING,DEFAULT DATE,JM,,large gap in sightings of mother and calf was older so could have survived. we have good side sweeps to check.,,,,,,,,,,,
BCP,BUTTERCUP,True,,,,,,,,,,,,,YEAR ESTIMATE,1978-11-01,,,SSSS,,SAS,,,,,,,,,,,,,,,,,,,,,
BCT,BANDICOOT,False,MALE,HIGH,BLB,RIC,HIGH,haplotype assigned based on haplotype of mother. Paternity based on SNP data FRANz.,H,,,,,,MONTH ESTIMATE,2009-11-01,2009-09-01,2010-02-01,,,JM,,,,,,,,,,,MONTH ESTIMATE,2014-03-13,,,MIDPOINT,JM,,YES,,,EMP est 6-7mos but brief look.
BDA,BADABING,False,FEMALE,HIGH,BSS,UNKNOWN,,,A,HIGH,BSS,,VF,,DAY ESTIMATE,2018-10-27,2018-10-21,2019-11-01,INFANT FIRST SIGHT,,TCC,JM,"FETAL LINES, ECHELON",DAY ESTIMATE,2019-04-07,DEAD BODY,SHARK ATTACK,OTHER,JM,,"Fisherman reported a recreational boat striking a baby dolphin that was subsequently bitten in half by a tiger shark. Based on photos and other observations, clear it was BDA. BDA not with BSS 13April19. DIC called Paradise",,,,,,,,,,,Rangers and CCC called BDA Paradise.
BDC,BODACIOUS,True,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1985-11-01,1975-11-01,1985-11-01,SSSS,,EK,JM,Has DF and lateral body speckles in 2010 so at least 25 then.,,,,,,,,,,,,,,,,,,,
BDE,BRUNHILDE,True,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1978-11-01,1968-11-01,1978-11-01,SSSS,,EK,JM,2003 shows lots of dark DF speckles and body speckles so at least 25 but could have been 35 at that time.,YEAR ESTIMATE,2007-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Seen 3 years in a row and then not again. Pretty old so definitely dead.,,,,,,,,,,,
BDG,BAD GIRL,False,,,RPC,,,,,,,,,,MONTH ESTIMATE,2003-11-01,,,,,RCC,,yoy,MONTH ESTIMATE,2005-03-31,DEAD PREWEANING,,MIDPOINT,SAS,,"RPC with males 15-Aug-05, no sign of BDG",,,,,,,,,,,
BDI,BOODIE,False,,,WOM,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,2003-05-01,,,INFANT FIRST SIGHT,,JM,,"SMALL CALF FOR THIS TIME OF YEAR, ABOUT 3 MOS, BORN OUT OF SEASON, STILL HAS FETAL LINES",MONTH ESTIMATE,2005-03-10,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2004,
BDN,BANDANA,False,,,HNK,,,,A,HIGH,HNK,,,,MONTH ESTIMATE,2019-11-01,2019-09-01,2020-05-01,,,JM,VF,"Hanky last seen 17-Jul-19, calf estimated 1-2 years old on 22-Apr-22, at least 2 years old and not younger when seen on 16-Jun-22",,,,,,,,,,,,,,,,,,,
BDT,BANDIT,True,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
BDY,BONDY,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1984-11-01,1974-11-01,1984-11-01,SSSS,,EK,JM,Has lots of DF speckles in 2009 so at least 25 but could be 35.,,,,,,,,,,,,,,,,,,2002,
BEA,BEAUTIFUL,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1963-11-01,1954-11-01,1963-11-01,REPRODUCTIVE AGE,,EK,JM,Could have been born as early as 1942 because she disappeared in 1982. Dates do not go back that far.,WEEK ESTIMATE,1982-06-01,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,BEA was a provisioned dolphin never seen by researchers. Masons saw her in 1982 and RAS RCC arrived in winter 1982 and never saw her. She was probably older but we have no photos.,,,,,,,,,,1982,
BEC,BECKETT,False,MALE,HIGH,,,,,C,,,,,,YEAR ESTIMATE,1988-11-01,1986-11-01,1990-11-01,ASSIGNED 10 YRS,SSSS,EK,JM,DF speckles in 2014 suggest  25 but probably not 30 yet.,,,,,,,,,,,,,,,,,,2004,
BEE,BEETHOVEN,False,MALE,HIGH,SCH,,,,H,,,,,,MONTH ESTIMATE,1997-11-01,,,SPRING SUMMER YOY,,JM,,"NO SIZE INFORMATION; SURVEY SHOWS SCH SEEN ON 18-MAY-98, BUT NO BEE; MUST HAVE BEEN BORN IN NOV AND 18-MAY-98 SIGHTING IS INCORRECT? MRH WOULDHAVE NOTICED IF VERY YOUNG YOY.",,,,,,,,,WEEK ESTIMATE,2003-09-09,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,MIDPOINT,2006,
BEK,BEAKER,False,,,,,,,,,,,,,,1984-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
BEM,BELMONT,True,FEMALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
BEN,BEANSTALK,False,UNKNOWN,,THU,,,,,,,,,,WEEK ESTIMATE,2018-05-01,2018-04-15,2018-05-15,INFANT FIRST SIGHT,,JM,,"Fetal lines, CUPs, Echelon and estimated 6 weeks.",,,,,,,,,,,,,,,,,,,
BER,BEAR,True,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,1983-11-01,1991-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Has some lateral speckles in 2003 and DF speckles in 2013. So could have been as old as 20 in 2003.,,,,,,,,,,,,,,,,,,,
BES,BLUES,False,FEMALE,HIGH,RHY,,,haplotype assigned based on haplotype of mother,D,,,,,,MONTH ESTIMATE,2000-11-01,,,SPRING SUMMER YOY,,JM,,YOY,YEAR ESTIMATE,2015-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,Not seen in 2007 but otherwise we saw every year.,MONTH ESTIMATE,2004-04-10,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,EXTENSIVE OBS BY JM IN APRIL 2004 WITH BBC FILM CREW.   BES NEVER IN BP.,2006,
BET,BEAT,False,MALE,LOW,RHY,,,haplotype assigned based on haplotype of mother,D,,,,,,MONTH ESTIMATE,2008-11-01,2008-09-01,2009-02-01,,,JM,,,YEAR ESTIMATE,2012-05-01,STOPPED SIGHTING POST WEANING,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,EK,JM,BET was distinctive. MIght have died soon after weaning.,MONTH ESTIMATE,2012-01-12,,,MIDPOINT,JM,,YES,,,no mention of it being a yoy so likely to be just over one year of age at first sighting.
BEY,BEYONCE,False,UNKNOWN,,COI,,,Haplotype based on maternal relative,D,,,,,,WEEK ESTIMATE,2017-01-01,2016-12-15,2017-01-15,INFANT FIRST SIGHT,,EK,,echelon and fetal lines but not folds. Estimated one month approximately.,MONTH ESTIMATE,2017-03-01,DEAD PREWEANING,,MIDPOINT,EK,JM,COI with males in April.,,,,,,,,,,,
BGE,BOOGIE,False,,,RHY,,,haplotype assigned based on haplotype of mother,D,,,,,,WEEK ESTIMATE,2006-04-25,,,INFANT FIRST SIGHT,,JM,,ESTIMATE 3 WKS,YEAR ESTIMATE,2007-06-02,SIBLING BIRTH,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2006,
BGG,BUGGER,False,,,,,,,,,,,,,,1983-11-01,,,91CAT,,,,,,,,,,,,,,,,,,,,,,,
BGL,BREUGHEL,False,MALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1972-11-01,1967-11-01,1977-11-01,SSSS,,EK,JM,Heavily speckled DF in 2002 so we think he is at least 30 then.,YEAR ESTIMATE,2012-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Has one year gaps in sightings.,,,,,,,,,,2006,
BGS,BIGGIE SMALLS,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1990-11-01,,,ALLIANCE,,SAS,,birth date assigned by membership in Peron Posse,,,,,,,,,,,,,,,,,,,
BGT,BAGUETTE,False,UNKNOWN,HIGH,BRE,,,,A,,,,,,WEEK ESTIMATE,2013-09-01,2013-08-20,2013-09-10,INFANT FIRST SIGHT,,EK,,"1.5-2 months, stripes",MONTH ESTIMATE,2014-04-11,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,
BHM,BEHEMOTH,False,,,LEV,,,,,,,,,,YEAR ESTIMATE,2000-11-01,,,,,JM,,calf looks maybe like a yoy-JJW 19-Oct-02 but we gave 1-Nov-00 bday,,,,,,,,,MONTH ESTIMATE,2004-03-27,,,MIDPOINT,SAS,,NO,,,
BIB,BIBI,False,MALE,HIGH,BEA,,,,,,,,,,MONTH ESTIMATE,1975-11-01,,,SPRING SUMMER YOY,,JM,,MASONS WOULD BE OBSERVERS,WEEK ESTIMATE,1989-02-15,STOPPED SIGHTING POST WEANING,,,JM,,Septicemia,YEAR ESTIMATE,1981-05-01,,SIBLING BIRTH,DEFAULT DATE,,,NO,BIB LIKELY WEANED EARLIER; DATE BASED ON ASSUMPTION THAT BIB WEANED WHEN BEA PREGNANT WITH GLD,1989,
BIC,BRIOCHE,False,,,BRE,,,,A,HIGH,BRE,,,,MONTH ESTIMATE,2021-11-01,2021-09-01,2022-01-01,SPRING SUMMER YOY,INFANT FIRST SIGHT,VF,,"First seen by CCC on 12Feb22, yoy, no fetal lines, a bit bigger than Soggy's calf Dunk",,,,,,,,,,,,,,,,,,,
BID,BIDDLE,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1968-11-01,1958-11-01,1968-11-01,SSSS,91CAT,EK,JM,Had speckles over pecs in 1988 and photo is poor. He seemed to have DF speckles in 1988. At least 20 but probably 30 in 1988.,MONTH ESTIMATE,1992-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,JM also thought she saw him late 1991 but that was last sighting.,,,,,,,,,,1991,
BIF,BIFF,False,MALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1969-11-01,,,91CAT,SSSS,,,Had DF speckles by 1997 but photo not great.,MONTH ESTIMATE,2004-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,One year gap but was seen pretty frequently otherwise.,,,,,,,,,,2003,
BIG,BIGMIDBITE,False,MALE,HIGH,,,,,E,,,,,,,1975-11-01,,,SSSS,91CAT,,,,,,,,,,,,,,,,,,,,,2007,
BIL,BILBOBAGGINS,False,,,,,,,,,,,,,,1979-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
BIN,BINGO,False,MALE,HIGH,BYT,TYP,,,H,,,,,,YEAR ESTIMATE,1995-05-01,,,GAP,,JM,,CHECK SURVEY NOTES AND FILM,,,,,,,,,WEEK ESTIMATE,1999-06-26,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,NO,,1999,
BIP,BIP,False,,,,,,,,,,,,,,1986-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1996,
BIS,BISCUIT,False,FEMALE,HIGH,,,,,E,,,,,,YEAR ESTIMATE,1965-11-01,1963-11-01,1965-11-01,SSSS,91CAT,EK,JM,,YEAR ESTIMATE,2007-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,,Had 2 year gap in sightings 91 and 92 so given death date 2 years after last sighting date.,,,,,,,,,,2005,
BIT,BITE,False,MALE,HIGH,,,,,,,,,,,,1955-11-01,,,SSSS,91CAT,,,,MONTH ESTIMATE,1990-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,,His entire alliance disappeared in 1989. Old males too.,,,,,,,,,,1989,
BIX,BIX,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJA,BJAY,False,MALE,HIGH,,,,,A,,,,,,,1966-11-01,,,SSSS,91CAT,,,,MONTH ESTIMATE,2008-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,,,,,,,,,,,,2007,
BKL,BERKELEY,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKR,BARK,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKS,BACKSTAB,False,,,FRO,,,,,,,,,,YEAR ESTIMATE,1986-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,RAS THINKS FRO HAD CALF WITH HER IN 87- NO OTHER DETAILS,,,SIGHTING RECORD POOR,BIRTH DATE UNCERTAIN,,JM,,,,,,,,,,NO,,1987,
BLB,BILBY,False,FEMALE,HIGH,,,,,H,,,,,,YEAR ESTIMATE,1972-11-01,1970-11-01,1974-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,estimated to be about 30 in 2002 based on speckles,YEAR ESTIMATE,2016-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,,,,,,,,,,,2007,
BLE,BLEEP,False,MALE,HIGH,BLI,,,haplotype assigned based on haplotype of mother,E,,,,,,WEEK ESTIMATE,1998-12-15,,,INFANT FIRST SIGHT,,MRH,,"3 MOS, NO FETAL MARKS - SMOOTH; NORMAL SURFACINGS; 1-5 MIN BP",,,,,,,,,WEEK ESTIMATE,2005-02-07,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPOINT,2007,
BLI,BLIP,False,FEMALE,HIGH,,,,,E,,,,,,MONTH ESTIMATE,1970-11-01,1969-11-01,1971-11-01,SSSS,91CAT,EK,JM,Flip was her first calf. Speckles match no older than 1969 birth for BLI.,,,,,,,,,,,,,,,,,,2007,
BLJ,BLUE JAY,False,,,DOD,,,,H,,DOD,,,,WEEK ESTIMATE,2021-11-01,2021-10-15,2021-11-14,INFANT FIRST SIGHT,,VF,,"first seen by ACAT on 15Nov21, still chinup surfacing",,,,,,,,,,,,,,,,,,,
BLK,BLANKIE,False,FEMALE,HIGH,,,,Sequenced,A,,,,,,YEAR ESTIMATE,1996-11-01,1995-11-01,1996-11-01,SSSS,,EK,JM,First seen when juvenile.,,,,,,,,,,,,,,,,,,2007,
BLL,BALL,False,,,FOO,,,,,,,,,,MONTH ESTIMATE,2003-11-01,,,PREGNANCY,,JM,,"JJW SAW FOO LOOKING PREGNANT IN AUG 03, BUT THEN BALL NEVERSEEN; THINK FOO LOST HER AND QUICKLY GOT PREGNANT AGAIN WITH BOU",MONTH ESTIMATE,2003-12-01,,SIBLING BIRTH,DEFAULT DATE,JM,,"Became pregnant w/ Bounce in Jan or Feb 2004, so would have needed 1-2 months to ""recover""",,,,,,,,DIED PREWEANING,,,
BLM,BLIMEY,False,FEMALE,HIGH,BSS,URC,HIGH,SNPs both parents.,A,,,,,,DAY ESTIMATE,2011-11-20,,2011-11-21,,,EK,,,,,,,,,,,DAY ESTIMATE,2015-06-03,REDUCED MC ASSOCIATION,,MIDPOINT,EK,JM,YES,,,looked to be born 20-Nov-11 late night/21-Nov-11 early morning on 22-Nov-11-EK
BLN,BLENNIE,True,UNKNOWN,,,,,,,,,,,,YEAR ESTIMATE,1993-11-01,,,SSSS,,SAS,,said to be a juvenile at first sight 30-Aug-02 by JJW so assigned 8 years,,,,,,,,,,,,,,,,,,,
BLO,BLOTCH,False,MALE,HIGH,,,,,H,,,,,,YEAR ESTIMATE,1986-11-01,1981-11-01,1986-11-01,SSSS,ASSIGNED 10 YRS,EK,JM,Has some DF speckles in 2006 so at least 20 and could be as old as 25. Originally given 10 years at first sight.,YEAR ESTIMATE,2017-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,One year gap in his sightings.,,,,,,,,,,2007,
BLP,BLOOPER,False,UNKNOWN,,BLI,,,haplotype assigned based on haplotype of mother,E,,,,,,DAY ESTIMATE,2012-08-23,,,INFANT FIRST SIGHT,,JM,,,MONTH ESTIMATE,2013-02-06,DEAD PREWEANING,,MIDPOINT,JM,,Mortality status - mother sighted without calf,,,,,,,,,,,chin slapping and corking up
BLS,BLISTER,False,,,BUS,,,haplotype assigned based on haplotype of mother,H,,,,,,YEAR ESTIMATE,1993-11-01,,,GAP,,JM,,NO SIZE INFORMATION,,,STOPPED SIGHTING POST WEANING,,,,,,YEAR ESTIMATE,1998-07-25,REDUCED MC ASSOCIATION,SIBLING BIRTH,,JM,,NO,BASED ON LAST BP(SURVEY) AND BUS SIGHTED ALONE AUG (SURVEY),2004,
BLT,BLOAT,False,,,BUL,,,,,,,,,,MONTH ESTIMATE,1992-11-01,,,SPRING SUMMER YOY,,JM,,Described as new calf,MONTH ESTIMATE,1993-10-04,,,MIDPOINT,,,,,,,,,,,DIED PREWEANING,,,
BLU,BLUR,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1982-11-01,1979-11-01,1984-11-01,SSSS,ASSIGNED 10 YRS,EK,JM,Originally aged with default 10 years but ventral speckles suggests she was a couple of years older.,YEAR ESTIMATE,2015-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Large gaps in sightings but she is in her late 30s. Assigned probably dead because 9 year gaps.,,,,,,,,,,1994,
BLV,BLOVIATE,True,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1984-11-01,1979-11-01,1984-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Has class 2 speckles on DF in 2004.,,,,,,,,,,,,,,,,,,,
BLW,BELLOWS,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1993-11-01,,,ASSIGNED 10 YRS,,SAS,,"possible juvenile or part of alliance, unclear on 19-Sep-04 survey",,,,,,,,,,,,,,,,,,,"possible juvenile or part of alliance, unclear on 19-Sep-04 survey"
BLX,BLIXEN,False,,,DCR,,,,,,,,,,MONTH ESTIMATE,2005-11-01,,,SPRING SUMMER YOY,,JM,,"YOY, ABOUT 6 MOS",,,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,,JM,,Not distinctive so we cannot track.,,,,,,,,NO,,2006,
BLY,BLY,False,MALE,HIGH,,,,,A,,,,,,,1979-11-01,,,SSSS,91CAT,,,,DAY ESTIMATE,2010-07-24,DEAD BODY,,OTHER,EMP,RCC,BLY found dead 25-Jul-10 by EMP & RCC,,,,,,,,,,2006,
BMA,BOMBORA,False,UNKNOWN,,RPC,,,,,,,,,,MONTH ESTIMATE,1998-11-01,,,SPRING SUMMER YOY,,JM,,spring summer yoy based on JMs look at MK survey,YEAR ESTIMATE,2000-05-01,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,DEFAULT DATE,EK,JM,mother not seen for 5 yrs,,,,,,,,,,,
BMB,BUMBLEBEE,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1980-11-01,1978-11-01,1985-11-01,SSSS,,EK,JM,Speckles make her a little younger than original estimated.,YEAR ESTIMATE,2017-05-01,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 17-Oct-13 and over 30yrs old,,,,,,,,,,2006,
BMN,BLUEMOON,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,,,SSSS,,EK,JM,called juvenile in 1995; EK estimated 1991-1995 birth based on speckles,,,,,,,,,,,,,,,,,,1995,
BMT,BASMATI,False,MALE,HIGH,JAS,,,,A,,,,,,MONTH ESTIMATE,2000-11-01,,,INFANT FIRST SIGHT,,LAB,,"SURVEY SAYS SMALL ~80 CM, NO FETAL MARKS, DF ERECT, EYES OPEN, FLUKES NOT CURLED, WEIGHT NORMAL, SURFACINGS NORMAL, FEW SYNCH WITH MOM, FEW ECHELON WITH MOM, BP<30SECONDS, MIF DISTANCE PREDOM 10M AND MAX 60-80M, NO TOURING, SEEN SNACKING, MOM TD AND DEEP FORAGING, CALF RS AND LP",,,,,,,,,WEEK ESTIMATE,2005-06-05,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,,2007,
BMY,BRUMBY,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1985-11-01,1964-11-01,1986-11-01,REPRODUCTIVE AGE,,JM,,,,,,,,,,,,,,,,,,,,,
BNB,BANANABOAT,False,UNKNOWN,,UVE,,,haplotype assigned based on haplotype of mother,A,,,,,,DAY ESTIMATE,2009-09-30,2009-09-23,2009-10-07,INFANT FIRST SIGHT,,MAS,,,YEAR ESTIMATE,2011-10-09,SIBLING BIRTH,,MIDPOINT,JM,,"technically calf could have been weaned at 2 yrs of age, but seems unlikely",,,,,,,,,,,"est 2 wks, fetal lines, smooth"
BNG,BUNGIE,True,FEMALE,HIGH,,,,sequenced,H,,,,,,YEAR ESTIMATE,2000-11-01,1998-11-01,2001-11-01,SSSS,,EK,JM,"Judged as juvenile still in 2009 so must have been recently weaned in 2004 (first sighting).  Mistaken for Artemis, who was that age- at the time.",,,,,,,,,,,,,,,,,,,Sponger seen regularly in 2009. Older juvenile in 2009. Check AKC photos 2004 for age.
BNI,BEANIE,False,MALE,HIGH,TRY,KRI,LOW,Based on SNPs one parent.,E,,,,,,MONTH ESTIMATE,2003-02-15,2003-01-15,2003-03-15,,,JM,,"very tiny yoy according to survey, JM estimated about 5 mos based on photos",,,,,,,,,WEEK ESTIMATE,2008-07-30,,,MIDPOINT,JM,,YES,,,
